FPR,TPR,AUC
0.0,0.0,0.6774915
0.0,0.009,0.6774915
0.0,0.029,0.6774915
0.00025,0.029,0.6774915
0.00025,0.04,0.6774915
0.0005,0.04,0.6774915
0.0005,0.042,0.6774915
0.00075,0.042,0.6774915
0.00075,0.046,0.6774915
0.001,0.046,0.6774915
0.001,0.05,0.6774915
0.00125,0.05,0.6774915
0.00125,0.051,0.6774915
0.002,0.051,0.6774915
0.002,0.054,0.6774915
0.0025,0.054,0.6774915
0.0025,0.055,0.6774915
0.003,0.055,0.6774915
0.003,0.056,0.6774915
0.00325,0.056,0.6774915
0.00325,0.059,0.6774915
0.00375,0.059,0.6774915
0.00375,0.063,0.6774915
0.00425,0.063,0.6774915
0.00425,0.065,0.6774915
0.0045,0.065,0.6774915
0.0045,0.066,0.6774915
0.005,0.066,0.6774915
0.005,0.072,0.6774915
0.00525,0.072,0.6774915
0.00525,0.074,0.6774915
0.00575,0.074,0.6774915
0.00575,0.076,0.6774915
0.00625,0.076,0.6774915
0.00625,0.077,0.6774915
0.0065,0.077,0.6774915
0.0065,0.08,0.6774915
0.00725,0.08,0.6774915
0.00725,0.083,0.6774915
0.0075,0.083,0.6774915
0.0075,0.084,0.6774915
0.008,0.084,0.6774915
0.008,0.085,0.6774915
0.00825,0.085,0.6774915
0.00825,0.09,0.6774915
0.0085,0.09,0.6774915
0.0085,0.092,0.6774915
0.009,0.092,0.6774915
0.009,0.094,0.6774915
0.00975,0.094,0.6774915
0.00975,0.095,0.6774915
0.01025,0.095,0.6774915
0.01025,0.096,0.6774915
0.0105,0.096,0.6774915
0.0105,0.097,0.6774915
0.011,0.097,0.6774915
0.011,0.098,0.6774915
0.01225,0.098,0.6774915
0.01225,0.099,0.6774915
0.01275,0.099,0.6774915
0.01275,0.1,0.6774915
0.013,0.1,0.6774915
0.013,0.101,0.6774915
0.01375,0.101,0.6774915
0.01375,0.102,0.6774915
0.014,0.102,0.6774915
0.014,0.103,0.6774915
0.015,0.103,0.6774915
0.015,0.104,0.6774915
0.01525,0.104,0.6774915
0.01525,0.105,0.6774915
0.0155,0.105,0.6774915
0.0155,0.106,0.6774915
0.01625,0.106,0.6774915
0.01625,0.108,0.6774915
0.01675,0.108,0.6774915
0.01675,0.109,0.6774915
0.01775,0.109,0.6774915
0.01775,0.11,0.6774915
0.01875,0.11,0.6774915
0.01875,0.112,0.6774915
0.01975,0.112,0.6774915
0.01975,0.113,0.6774915
0.02,0.113,0.6774915
0.02,0.115,0.6774915
0.02125,0.115,0.6774915
0.02125,0.116,0.6774915
0.0215,0.116,0.6774915
0.0215,0.117,0.6774915
0.02225,0.117,0.6774915
0.02225,0.118,0.6774915
0.023,0.118,0.6774915
0.023,0.12,0.6774915
0.0235,0.12,0.6774915
0.0235,0.121,0.6774915
0.024,0.121,0.6774915
0.024,0.122,0.6774915
0.02425,0.122,0.6774915
0.02425,0.123,0.6774915
0.025,0.123,0.6774915
0.025,0.124,0.6774915
0.02625,0.124,0.6774915
0.02625,0.125,0.6774915
0.027,0.125,0.6774915
0.027,0.127,0.6774915
0.02725,0.127,0.6774915
