0,0,0,0
0.9405432343482971,1.0,0.16450878977775574,0.0004070513532496989
0.9959259033203125,1.0,0.012910157442092896,0.000112476984213572
0.9969629645347595,1.0,0.010065292939543724,0.0002312655415153131
0.9972098469734192,1.0,0.00935252383351326,2.1420415663442327e-08
0.9994567632675171,1.0,0.002041814150288701,2.4493706973771623e-07
0.9981975555419922,1.0,0.006239863578230143,4.286615421733586e-06
0.9990370273590088,1.0,0.0035757494624704123,1.778815033048886e-07
0.9982222318649292,1.0,0.007914247922599316,1.3224566828284878e-06
0.9994814991950989,1.0,0.0022259389515966177,4.789919330505654e-05
0.9999012351036072,1.0,0.0006720917299389839,0.0
0.9993333220481873,1.0,0.0021825283765792847,0.004737138748168945
0.9985926151275635,1.0,0.0073303598910570145,0.0
0.999975323677063,1.0,0.0001513057213742286,0.0
0.9991604685783386,1.0,0.005564386956393719,1.8626431952384337e-08
0.9991111159324646,1.0,0.004582548048347235,0.0
0.9998271465301514,1.0,0.0005293277208693326,0.0
1.0,1.0,2.5559740606695414e-05,0.0
1.0,1.0,4.401807927933987e-06,0.0
1.0,1.0,1.2331045127211837e-06,0.0
1.0,1.0,6.733130817337951e-07,0.0
1.0,1.0,3.574036782083567e-07,0.0
1.0,1.0,2.1052758825135243e-07,0.0
1.0,1.0,1.0133464201089737e-07,0.0
1.0,1.0,5.139564507317118e-08,0.0
1.0,1.0,2.996883807782069e-08,0.0
1.0,1.0,1.481114075829737e-08,0.0
1.0,1.0,7.123070577819135e-09,0.0
1.0,1.0,3.735209475053125e-09,0.0
1.0,1.0,1.9897594683015996e-09,0.0
1.0,1.0,1.0655237803192108e-09,0.0
1.0,1.0,5.680834136434498e-10,0.0
1.0,1.0,2.972872781281666e-10,0.0
1.0,1.0,1.7660631290716822e-10,0.0
1.0,1.0,1.0596379329541605e-10,0.0
1.0,1.0,6.769908938997204e-11,0.0
1.0,1.0,5.0038462956480956e-11,0.0
1.0,1.0,3.237782958409596e-11,0.0
1.0,1.0,2.0604072267782492e-11,0.0
1.0,1.0,2.0604074002505968e-11,0.0
1.0,1.0,1.1773756448951733e-11,0.0
1.0,1.0,8.830316686192496e-12,0.0
1.0,1.0,5.886878224475867e-12,0.0
1.0,1.0,2.9434391122379333e-12,0.0
1.0,1.0,2.9434391122379333e-12,0.0
1.0,1.0,2.9434391122379333e-12,0.0
1.0,1.0,2.9434391122379333e-12,0.0
1.0,1.0,2.9434391122379333e-12,0.0
1.0,1.0,2.9434391122379333e-12,0.0
1.0,1.0,5.886878224475867e-12,0.0
1.0,1.0,2.9434391122379333e-12,0.0
