FPR,TPR,AUC
0.0,0.0,0.9083890000000001
0.00425,0.225,0.9083890000000001
0.00625,0.242,0.9083890000000001
0.007,0.254,0.9083890000000001
0.00725,0.263,0.9083890000000001
0.008,0.271,0.9083890000000001
0.0085,0.274,0.9083890000000001
0.0095,0.282,0.9083890000000001
0.00975,0.283,0.9083890000000001
0.00975,0.289,0.9083890000000001
0.00975,0.291,0.9083890000000001
0.01,0.293,0.9083890000000001
0.01075,0.298,0.9083890000000001
0.011,0.3,0.9083890000000001
0.011,0.304,0.9083890000000001
0.01125,0.306,0.9083890000000001
0.01175,0.308,0.9083890000000001
0.012,0.308,0.9083890000000001
0.012,0.31,0.9083890000000001
0.0125,0.311,0.9083890000000001
0.0125,0.313,0.9083890000000001
0.01275,0.313,0.9083890000000001
0.01275,0.314,0.9083890000000001
0.013,0.318,0.9083890000000001
0.013,0.319,0.9083890000000001
0.013,0.323,0.9083890000000001
0.013,0.325,0.9083890000000001
0.01325,0.327,0.9083890000000001
0.01325,0.329,0.9083890000000001
0.0135,0.329,0.9083890000000001
0.014,0.331,0.9083890000000001
0.014,0.333,0.9083890000000001
0.01425,0.335,0.9083890000000001
0.0145,0.335,0.9083890000000001
0.0145,0.337,0.9083890000000001
0.0145,0.338,0.9083890000000001
0.0145,0.34,0.9083890000000001
0.0145,0.341,0.9083890000000001
0.01475,0.342,0.9083890000000001
0.015,0.342,0.9083890000000001
0.015,0.347,0.9083890000000001
0.01525,0.347,0.9083890000000001
0.01575,0.347,0.9083890000000001
0.0165,0.347,0.9083890000000001
0.0165,0.348,0.9083890000000001
0.017,0.348,0.9083890000000001
0.017,0.35,0.9083890000000001
0.01725,0.35,0.9083890000000001
0.01725,0.352,0.9083890000000001
0.0175,0.352,0.9083890000000001
0.0175,0.358,0.9083890000000001
0.0175,0.361,0.9083890000000001
0.0175,0.364,0.9083890000000001
0.01775,0.364,0.9083890000000001
0.01775,0.369,0.9083890000000001
0.018,0.369,0.9083890000000001
0.018,0.37,0.9083890000000001
0.01825,0.371,0.9083890000000001
0.0185,0.371,0.9083890000000001
0.0185,0.375,0.9083890000000001
0.01875,0.375,0.9083890000000001
0.01875,0.377,0.9083890000000001
0.019,0.377,0.9083890000000001
0.019,0.378,0.9083890000000001
0.01925,0.378,0.9083890000000001
0.01925,0.38,0.9083890000000001
0.01975,0.38,0.9083890000000001
0.01975,0.381,0.9083890000000001
0.02,0.381,0.9083890000000001
0.02,0.382,0.9083890000000001
0.0205,0.382,0.9083890000000001
0.0205,0.384,0.9083890000000001
0.0205,0.386,0.9083890000000001
0.0205,0.389,0.9083890000000001
0.021,0.389,0.9083890000000001
0.021,0.39,0.9083890000000001
0.02125,0.39,0.9083890000000001
0.02125,0.393,0.9083890000000001
0.02175,0.393,0.9083890000000001
0.02175,0.394,0.9083890000000001
0.022,0.394,0.9083890000000001
0.022,0.398,0.9083890000000001
0.02225,0.398,0.9083890000000001
0.02225,0.4,0.9083890000000001
0.0225,0.4,0.9083890000000001
0.0225,0.403,0.9083890000000001
0.02275,0.403,0.9083890000000001
0.02275,0.407,0.9083890000000001
0.02325,0.407,0.9083890000000001
0.02325,0.41,0.9083890000000001
0.0235,0.41,0.9083890000000001
0.0235,0.411,0.9083890000000001
0.02375,0.412,0.9083890000000001
0.02425,0.412,0.9083890000000001
0.02425,0.413,0.9083890000000001
0.0245,0.413,0.9083890000000001
0.0245,0.416,0.9083890000000001
0.0255,0.416,0.9083890000000001
0.0255,0.417,0.9083890000000001
0.026,0.417,0.9083890000000001
0.026,0.419,0.9083890000000001
0.02625,0.419,0.9083890000000001
0.02625,0.42,0.9083890000000001
0.027,0.42,0.9083890000000001
0.027,0.428,0.9083890000000001
0.02725,0.428,0.9083890000000001
0.02725,0.431,0.9083890000000001
0.02775,0.431,0.9083890000000001
0.02775,0.432,0.9083890000000001
0.028,0.432,0.9083890000000001
0.028,0.437,0.9083890000000001
0.02825,0.437,0.9083890000000001
0.02825,0.44,0.9083890000000001
0.0285,0.44,0.9083890000000001
0.0285,0.443,0.9083890000000001
0.02875,0.443,0.9083890000000001
0.02875,0.445,0.9083890000000001
0.0295,0.445,0.9083890000000001
0.0295,0.446,0.9083890000000001
0.02975,0.446,0.9083890000000001
0.02975,0.448,0.9083890000000001
0.03,0.448,0.9083890000000001
0.03,0.45,0.9083890000000001
0.03025,0.45,0.9083890000000001
0.03025,0.452,0.9083890000000001
0.03075,0.452,0.9083890000000001
0.03075,0.453,0.9083890000000001
0.031,0.453,0.9083890000000001
0.031,0.456,0.9083890000000001
0.03125,0.457,0.9083890000000001
0.03125,0.458,0.9083890000000001
0.0315,0.458,0.9083890000000001
0.0315,0.462,0.9083890000000001
0.032,0.462,0.9083890000000001
0.032,0.463,0.9083890000000001
0.033,0.463,0.9083890000000001
0.033,0.466,0.9083890000000001
0.03325,0.466,0.9083890000000001
0.03325,0.469,0.9083890000000001
0.0335,0.469,0.9083890000000001
0.0335,0.47,0.9083890000000001
0.0345,0.47,0.9083890000000001
0.0345,0.472,0.9083890000000001
0.03475,0.472,0.9083890000000001
0.03475,0.473,0.9083890000000001
0.035,0.473,0.9083890000000001
0.035,0.476,0.9083890000000001
0.03525,0.476,0.9083890000000001
0.03525,0.477,0.9083890000000001
0.0355,0.477,0.9083890000000001
0.0355,0.478,0.9083890000000001
0.036,0.478,0.9083890000000001
0.036,0.482,0.9083890000000001
0.03625,0.482,0.9083890000000001
0.03625,0.487,0.9083890000000001
0.037,0.487,0.9083890000000001
0.037,0.489,0.9083890000000001
0.03725,0.489,0.9083890000000001
0.03725,0.494,0.9083890000000001
0.0375,0.494,0.9083890000000001
0.0375,0.497,0.9083890000000001
0.038,0.497,0.9083890000000001
0.038,0.498,0.9083890000000001
0.03875,0.498,0.9083890000000001
0.03875,0.5,0.9083890000000001
0.039,0.5,0.9083890000000001
0.039,0.502,0.9083890000000001
0.0395,0.502,0.9083890000000001
0.0395,0.503,0.9083890000000001
0.03975,0.503,0.9083890000000001
0.03975,0.505,0.9083890000000001
0.04,0.505,0.9083890000000001
0.04,0.511,0.9083890000000001
0.04025,0.511,0.9083890000000001
0.04025,0.513,0.9083890000000001
0.04125,0.513,0.9083890000000001
0.04125,0.516,0.9083890000000001
0.0415,0.516,0.9083890000000001
0.0415,0.518,0.9083890000000001
0.04175,0.518,0.9083890000000001
0.04175,0.519,0.9083890000000001
0.042,0.519,0.9083890000000001
0.042,0.523,0.9083890000000001
0.04275,0.523,0.9083890000000001
0.04275,0.526,0.9083890000000001
