FPR,TPR,AUC
0.0,0.0,0.88439375
0.0,0.001,0.88439375
0.0,0.004,0.88439375
0.00025,0.004,0.88439375
0.00025,0.007,0.88439375
0.00075,0.007,0.88439375
0.00075,0.01,0.88439375
0.001,0.01,0.88439375
0.001,0.014,0.88439375
0.0015,0.014,0.88439375
0.0015,0.021,0.88439375
0.002,0.021,0.88439375
0.002,0.033,0.88439375
0.00225,0.033,0.88439375
0.00225,0.039,0.88439375
0.00275,0.039,0.88439375
0.00275,0.049,0.88439375
0.003,0.049,0.88439375
0.003,0.05,0.88439375
0.00325,0.05,0.88439375
0.00325,0.052,0.88439375
0.004,0.052,0.88439375
0.004,0.057,0.88439375
0.00425,0.057,0.88439375
0.00425,0.076,0.88439375
0.0045,0.076,0.88439375
0.0045,0.077,0.88439375
0.00475,0.077,0.88439375
0.00475,0.079,0.88439375
0.0055,0.079,0.88439375
0.0055,0.081,0.88439375
0.00575,0.081,0.88439375
0.00575,0.087,0.88439375
0.0065,0.087,0.88439375
0.0065,0.096,0.88439375
0.00675,0.096,0.88439375
0.00675,0.097,0.88439375
0.00725,0.097,0.88439375
0.00725,0.099,0.88439375
0.0075,0.099,0.88439375
0.0075,0.102,0.88439375
0.00775,0.102,0.88439375
0.00775,0.104,0.88439375
0.00825,0.104,0.88439375
0.00825,0.11,0.88439375
0.00875,0.11,0.88439375
0.00875,0.111,0.88439375
0.00975,0.111,0.88439375
0.00975,0.112,0.88439375
0.01,0.112,0.88439375
0.01,0.114,0.88439375
0.01025,0.114,0.88439375
0.01025,0.115,0.88439375
0.011,0.115,0.88439375
0.011,0.117,0.88439375
0.01175,0.117,0.88439375
0.01175,0.119,0.88439375
0.01225,0.119,0.88439375
0.01225,0.12,0.88439375
0.0125,0.12,0.88439375
0.0125,0.124,0.88439375
0.01325,0.124,0.88439375
0.01325,0.126,0.88439375
0.014,0.126,0.88439375
0.014,0.127,0.88439375
0.0145,0.127,0.88439375
0.0145,0.128,0.88439375
0.01475,0.128,0.88439375
0.01475,0.129,0.88439375
0.01525,0.129,0.88439375
0.01525,0.132,0.88439375
0.016,0.132,0.88439375
0.016,0.135,0.88439375
0.01625,0.135,0.88439375
0.01625,0.137,0.88439375
0.01675,0.137,0.88439375
0.01675,0.138,0.88439375
0.0175,0.138,0.88439375
0.0175,0.14,0.88439375
0.018,0.14,0.88439375
0.018,0.144,0.88439375
0.01825,0.144,0.88439375
0.01825,0.145,0.88439375
0.01875,0.145,0.88439375
0.01875,0.146,0.88439375
0.01925,0.146,0.88439375
0.01925,0.148,0.88439375
0.02,0.148,0.88439375
0.02,0.152,0.88439375
0.0205,0.152,0.88439375
0.0205,0.157,0.88439375
0.021,0.157,0.88439375
0.021,0.158,0.88439375
0.02125,0.158,0.88439375
0.02125,0.16,0.88439375
0.02175,0.16,0.88439375
0.02175,0.161,0.88439375
0.022,0.161,0.88439375
0.022,0.167,0.88439375
0.02225,0.167,0.88439375
0.02225,0.168,0.88439375
0.0225,0.168,0.88439375
0.0225,0.169,0.88439375
0.02275,0.169,0.88439375
0.02275,0.17,0.88439375
0.023,0.17,0.88439375
0.023,0.172,0.88439375
0.02325,0.172,0.88439375
0.02325,0.178,0.88439375
0.0235,0.178,0.88439375
0.0235,0.179,0.88439375
0.02375,0.179,0.88439375
0.02375,0.181,0.88439375
0.02425,0.181,0.88439375
0.02425,0.185,0.88439375
0.02475,0.185,0.88439375
0.02475,0.187,0.88439375
0.02525,0.187,0.88439375
0.02525,0.189,0.88439375
0.026,0.189,0.88439375
0.026,0.19,0.88439375
0.0265,0.19,0.88439375
0.0265,0.197,0.88439375
0.027,0.197,0.88439375
0.027,0.198,0.88439375
0.02725,0.198,0.88439375
0.02725,0.2,0.88439375
0.02775,0.2,0.88439375
0.02775,0.202,0.88439375
0.028,0.202,0.88439375
0.028,0.205,0.88439375
0.0285,0.205,0.88439375
0.0285,0.206,0.88439375
0.02875,0.206,0.88439375
0.02875,0.21,0.88439375
0.0305,0.21,0.88439375
0.0305,0.212,0.88439375
0.031,0.212,0.88439375
0.031,0.215,0.88439375
0.03125,0.215,0.88439375
0.03125,0.22,0.88439375
0.03175,0.22,0.88439375
0.03175,0.222,0.88439375
0.03225,0.222,0.88439375
0.03225,0.226,0.88439375
0.03275,0.226,0.88439375
0.03275,0.228,0.88439375
0.033,0.228,0.88439375
0.033,0.229,0.88439375
0.03325,0.229,0.88439375
0.03325,0.23,0.88439375
0.0335,0.23,0.88439375
0.0335,0.236,0.88439375
0.03425,0.236,0.88439375
0.03425,0.237,0.88439375
0.0345,0.237,0.88439375
0.0345,0.241,0.88439375
0.03475,0.241,0.88439375
0.03475,0.242,0.88439375
0.03575,0.242,0.88439375
0.03575,0.244,0.88439375
0.03625,0.244,0.88439375
0.03625,0.247,0.88439375
0.03675,0.247,0.88439375
0.03675,0.248,0.88439375
0.037,0.248,0.88439375
0.037,0.249,0.88439375
0.03725,0.249,0.88439375
