FPR,TPR,AUC
0.0,0.0,0.80014425
0.0,0.001,0.80014425
0.0,0.006,0.80014425
0.00025,0.006,0.80014425
0.00025,0.008,0.80014425
0.0005,0.008,0.80014425
0.0005,0.015,0.80014425
0.00075,0.015,0.80014425
0.00075,0.028,0.80014425
0.001,0.028,0.80014425
0.001,0.039,0.80014425
0.00125,0.039,0.80014425
0.00125,0.04,0.80014425
0.0015,0.04,0.80014425
0.0015,0.043,0.80014425
0.002,0.043,0.80014425
0.002,0.045,0.80014425
0.0025,0.045,0.80014425
0.0025,0.047,0.80014425
0.00275,0.047,0.80014425
0.00275,0.051,0.80014425
0.003,0.051,0.80014425
0.003,0.053,0.80014425
0.00325,0.053,0.80014425
0.00325,0.055,0.80014425
0.0035,0.055,0.80014425
0.0035,0.058,0.80014425
0.00375,0.058,0.80014425
0.00375,0.059,0.80014425
0.004,0.059,0.80014425
0.004,0.066,0.80014425
0.00425,0.066,0.80014425
0.00425,0.067,0.80014425
0.0045,0.067,0.80014425
0.0045,0.068,0.80014425
0.005,0.068,0.80014425
0.005,0.069,0.80014425
0.00525,0.069,0.80014425
0.00525,0.073,0.80014425
0.0055,0.073,0.80014425
0.0055,0.074,0.80014425
0.00575,0.074,0.80014425
0.00575,0.077,0.80014425
0.00625,0.077,0.80014425
0.00625,0.079,0.80014425
0.0065,0.079,0.80014425
0.0065,0.083,0.80014425
0.00675,0.083,0.80014425
0.00675,0.086,0.80014425
0.007,0.086,0.80014425
0.007,0.087,0.80014425
0.00725,0.087,0.80014425
0.00725,0.088,0.80014425
0.00775,0.088,0.80014425
0.00775,0.094,0.80014425
0.008,0.094,0.80014425
0.008,0.095,0.80014425
0.00825,0.095,0.80014425
0.00825,0.098,0.80014425
0.0085,0.098,0.80014425
0.0085,0.1,0.80014425
0.00875,0.1,0.80014425
0.00875,0.102,0.80014425
0.009,0.102,0.80014425
0.009,0.105,0.80014425
0.00925,0.105,0.80014425
0.00925,0.106,0.80014425
0.00975,0.106,0.80014425
0.00975,0.107,0.80014425
0.0105,0.107,0.80014425
0.0105,0.11,0.80014425
0.011,0.11,0.80014425
0.011,0.111,0.80014425
0.01125,0.111,0.80014425
0.01125,0.112,0.80014425
0.0115,0.112,0.80014425
0.0115,0.115,0.80014425
0.01275,0.115,0.80014425
0.01275,0.118,0.80014425
0.014,0.118,0.80014425
0.014,0.122,0.80014425
0.015,0.122,0.80014425
0.015,0.123,0.80014425
0.016,0.123,0.80014425
0.016,0.124,0.80014425
0.017,0.124,0.80014425
0.017,0.126,0.80014425
0.01725,0.126,0.80014425
0.01725,0.131,0.80014425
0.0175,0.131,0.80014425
0.0175,0.132,0.80014425
0.01775,0.132,0.80014425
0.01775,0.133,0.80014425
0.01825,0.133,0.80014425
0.01825,0.137,0.80014425
0.0185,0.137,0.80014425
0.0185,0.139,0.80014425
0.01875,0.139,0.80014425
0.01875,0.141,0.80014425
0.01925,0.141,0.80014425
0.01925,0.142,0.80014425
0.01975,0.142,0.80014425
0.01975,0.145,0.80014425
0.02025,0.145,0.80014425
0.02025,0.146,0.80014425
0.021,0.146,0.80014425
0.021,0.149,0.80014425
0.02125,0.149,0.80014425
0.02125,0.152,0.80014425
0.0215,0.152,0.80014425
0.0215,0.153,0.80014425
0.02175,0.153,0.80014425
0.02175,0.154,0.80014425
0.02225,0.154,0.80014425
0.02225,0.157,0.80014425
0.02275,0.157,0.80014425
0.02275,0.16,0.80014425
0.023,0.16,0.80014425
0.023,0.162,0.80014425
0.02325,0.162,0.80014425
0.02325,0.166,0.80014425
0.0235,0.166,0.80014425
0.0235,0.167,0.80014425
0.02425,0.167,0.80014425
0.02425,0.169,0.80014425
0.02475,0.169,0.80014425
0.02475,0.173,0.80014425
0.02525,0.173,0.80014425
0.02525,0.176,0.80014425
0.02625,0.176,0.80014425
0.02625,0.177,0.80014425
0.0265,0.177,0.80014425
0.0265,0.178,0.80014425
0.02725,0.178,0.80014425
0.02725,0.184,0.80014425
0.028,0.184,0.80014425
0.028,0.185,0.80014425
0.02925,0.185,0.80014425
0.02925,0.187,0.80014425
0.03,0.187,0.80014425
0.03,0.188,0.80014425
0.03025,0.188,0.80014425
0.03025,0.194,0.80014425
0.03125,0.194,0.80014425
0.03125,0.197,0.80014425
0.0315,0.197,0.80014425
0.0315,0.198,0.80014425
0.032,0.198,0.80014425
0.032,0.199,0.80014425
0.03225,0.199,0.80014425
0.03225,0.201,0.80014425
0.0325,0.201,0.80014425
0.0325,0.204,0.80014425
0.033,0.204,0.80014425
0.033,0.209,0.80014425
0.03325,0.209,0.80014425
0.03325,0.21,0.80014425
0.0335,0.21,0.80014425
0.0335,0.211,0.80014425
0.03425,0.211,0.80014425
0.03425,0.214,0.80014425
0.03475,0.214,0.80014425
0.03475,0.215,0.80014425
0.03525,0.215,0.80014425
0.03525,0.216,0.80014425
0.0355,0.216,0.80014425
0.0355,0.217,0.80014425
0.03575,0.217,0.80014425
0.03575,0.219,0.80014425
0.037,0.219,0.80014425
0.037,0.222,0.80014425
0.0385,0.222,0.80014425
0.0385,0.223,0.80014425
0.039,0.223,0.80014425
0.039,0.226,0.80014425
0.03925,0.226,0.80014425
0.03925,0.227,0.80014425
0.03975,0.227,0.80014425
0.03975,0.228,0.80014425
0.04125,0.228,0.80014425
0.04125,0.229,0.80014425
0.04175,0.229,0.80014425
0.04175,0.23,0.80014425
0.0425,0.23,0.80014425
0.0425,0.232,0.80014425
0.043,0.232,0.80014425
0.043,0.233,0.80014425
0.04325,0.233,0.80014425
0.04325,0.234,0.80014425
0.0435,0.234,0.80014425
0.0435,0.236,0.80014425
0.04375,0.236,0.80014425
0.04375,0.238,0.80014425
0.045,0.238,0.80014425
0.045,0.239,0.80014425
0.0455,0.239,0.80014425
0.0455,0.24,0.80014425
0.04625,0.24,0.80014425
0.04625,0.241,0.80014425
0.0465,0.241,0.80014425
0.0465,0.243,0.80014425
0.04675,0.243,0.80014425
0.04675,0.248,0.80014425
0.0475,0.248,0.80014425
0.0475,0.249,0.80014425
0.04775,0.249,0.80014425
0.04775,0.25,0.80014425
0.048,0.25,0.80014425
0.048,0.256,0.80014425
0.04875,0.256,0.80014425
0.04875,0.257,0.80014425
0.0495,0.257,0.80014425
0.0495,0.258,0.80014425
0.05025,0.258,0.80014425
0.05025,0.259,0.80014425
0.0505,0.259,0.80014425
0.0505,0.261,0.80014425
0.051,0.261,0.80014425
0.051,0.262,0.80014425
0.05275,0.262,0.80014425
0.05275,0.266,0.80014425
0.053,0.266,0.80014425
0.053,0.268,0.80014425
0.054,0.268,0.80014425
0.054,0.269,0.80014425
0.05475,0.269,0.80014425
0.05475,0.271,0.80014425
0.055,0.271,0.80014425
0.055,0.272,0.80014425
0.05525,0.272,0.80014425
0.05525,0.273,0.80014425
0.05575,0.273,0.80014425
0.05575,0.275,0.80014425
0.056,0.275,0.80014425
0.056,0.277,0.80014425
0.05625,0.277,0.80014425
0.05625,0.278,0.80014425
0.0565,0.278,0.80014425
0.0565,0.279,0.80014425
0.0585,0.279,0.80014425
0.0585,0.281,0.80014425
0.05875,0.281,0.80014425
0.05875,0.282,0.80014425
0.06025,0.282,0.80014425
0.06025,0.283,0.80014425
0.0605,0.283,0.80014425
0.0605,0.284,0.80014425
0.06075,0.284,0.80014425
0.06075,0.29,0.80014425
0.061,0.29,0.80014425
0.061,0.291,0.80014425
0.06225,0.291,0.80014425
0.06225,0.292,0.80014425
0.0625,0.292,0.80014425
0.0625,0.293,0.80014425
0.06275,0.293,0.80014425
0.06275,0.294,0.80014425
0.06325,0.294,0.80014425
0.06325,0.295,0.80014425
0.0635,0.295,0.80014425
0.0635,0.298,0.80014425
0.06425,0.298,0.80014425
0.06425,0.299,0.80014425
0.0645,0.299,0.80014425
0.0645,0.301,0.80014425
0.06475,0.301,0.80014425
0.06475,0.303,0.80014425
0.06575,0.303,0.80014425
0.06575,0.304,0.80014425
0.066,0.304,0.80014425
0.066,0.308,0.80014425
0.06625,0.308,0.80014425
0.06625,0.31,0.80014425
0.0665,0.31,0.80014425
0.0665,0.311,0.80014425
0.06675,0.311,0.80014425
0.06675,0.312,0.80014425
0.068,0.312,0.80014425
0.068,0.313,0.80014425
0.0685,0.313,0.80014425
0.0685,0.314,0.80014425
0.06875,0.314,0.80014425
0.06875,0.315,0.80014425
0.069,0.315,0.80014425
0.069,0.318,0.80014425
0.06925,0.318,0.80014425
0.06925,0.319,0.80014425
0.07025,0.319,0.80014425
0.07025,0.32,0.80014425
0.0705,0.32,0.80014425
0.0705,0.321,0.80014425
0.071,0.321,0.80014425
0.071,0.322,0.80014425
0.07175,0.322,0.80014425
0.07175,0.323,0.80014425
0.0725,0.323,0.80014425
0.0725,0.324,0.80014425
0.07275,0.324,0.80014425
0.07275,0.326,0.80014425
0.07375,0.326,0.80014425
0.07375,0.327,0.80014425
0.074,0.327,0.80014425
0.074,0.328,0.80014425
0.0745,0.328,0.80014425
0.0745,0.329,0.80014425
0.07475,0.329,0.80014425
0.07475,0.331,0.80014425
0.0755,0.331,0.80014425
0.0755,0.332,0.80014425
0.07625,0.332,0.80014425
0.07625,0.335,0.80014425
0.0765,0.335,0.80014425
0.0765,0.336,0.80014425
0.07675,0.336,0.80014425
0.07675,0.337,0.80014425
0.07725,0.337,0.80014425
0.07725,0.34,0.80014425
0.078,0.34,0.80014425
0.078,0.345,0.80014425
0.07825,0.345,0.80014425
0.07825,0.347,0.80014425
0.0785,0.347,0.80014425
0.0785,0.348,0.80014425
0.07875,0.348,0.80014425
0.07875,0.349,0.80014425
0.08075,0.349,0.80014425
0.08075,0.35,0.80014425
0.082,0.35,0.80014425
0.082,0.351,0.80014425
0.08275,0.351,0.80014425
0.08275,0.353,0.80014425
0.08375,0.353,0.80014425
0.08375,0.354,0.80014425
0.084,0.354,0.80014425
0.084,0.355,0.80014425
0.08425,0.355,0.80014425
0.08425,0.356,0.80014425
0.0865,0.356,0.80014425
0.0865,0.358,0.80014425
0.08725,0.358,0.80014425
0.08725,0.359,0.80014425
0.08825,0.359,0.80014425
0.08825,0.36,0.80014425
0.089,0.36,0.80014425
0.089,0.361,0.80014425
0.0895,0.361,0.80014425
0.0895,0.363,0.80014425
0.09,0.363,0.80014425
0.09,0.364,0.80014425
0.09025,0.364,0.80014425
0.09025,0.365,0.80014425
0.09125,0.365,0.80014425
0.09125,0.367,0.80014425
0.092,0.367,0.80014425
0.092,0.368,0.80014425
0.0935,0.368,0.80014425
0.0935,0.369,0.80014425
0.09375,0.369,0.80014425
0.09375,0.371,0.80014425
0.094,0.371,0.80014425
0.094,0.372,0.80014425
0.09425,0.372,0.80014425
0.09425,0.374,0.80014425
0.096,0.374,0.80014425
0.096,0.375,0.80014425
0.0965,0.375,0.80014425
0.0965,0.376,0.80014425
0.09675,0.376,0.80014425
0.09675,0.377,0.80014425
0.0975,0.377,0.80014425
0.0975,0.378,0.80014425
0.09775,0.378,0.80014425
0.09775,0.379,0.80014425
0.09825,0.379,0.80014425
0.09825,0.38,0.80014425
0.09925,0.38,0.80014425
0.09925,0.382,0.80014425
0.10025,0.382,0.80014425
0.10025,0.383,0.80014425
0.1015,0.383,0.80014425
0.1015,0.384,0.80014425
0.102,0.384,0.80014425
0.102,0.387,0.80014425
0.10325,0.387,0.80014425
0.10325,0.389,0.80014425
0.104,0.389,0.80014425
0.104,0.391,0.80014425
0.10525,0.391,0.80014425
0.10525,0.393,0.80014425
0.10775,0.393,0.80014425
0.10775,0.395,0.80014425
0.109,0.395,0.80014425
0.109,0.396,0.80014425
0.10925,0.396,0.80014425
0.10925,0.398,0.80014425
0.1095,0.398,0.80014425
0.1095,0.404,0.80014425
0.10975,0.404,0.80014425
0.10975,0.406,0.80014425
0.11,0.406,0.80014425
0.11,0.407,0.80014425
0.1105,0.407,0.80014425
0.1105,0.408,0.80014425
0.11075,0.408,0.80014425
0.11075,0.41,0.80014425
0.111,0.41,0.80014425
0.111,0.411,0.80014425
