FPR,TPR,AUC
0.0,0.0,0.8746141249999999
0.00325,0.167,0.8746141249999999
0.00725,0.2,0.8746141249999999
0.0085,0.216,0.8746141249999999
0.01,0.228,0.8746141249999999
0.01025,0.233,0.8746141249999999
0.01075,0.243,0.8746141249999999
0.012,0.247,0.8746141249999999
0.01225,0.253,0.8746141249999999
0.0135,0.257,0.8746141249999999
0.0135,0.258,0.8746141249999999
0.014,0.261,0.8746141249999999
0.01425,0.267,0.8746141249999999
0.015,0.272,0.8746141249999999
0.01525,0.275,0.8746141249999999
0.01625,0.279,0.8746141249999999
0.0165,0.279,0.8746141249999999
0.0165,0.283,0.8746141249999999
0.0175,0.284,0.8746141249999999
0.0185,0.287,0.8746141249999999
0.019,0.288,0.8746141249999999
0.019,0.29,0.8746141249999999
0.0195,0.293,0.8746141249999999
0.0195,0.295,0.8746141249999999
0.01975,0.296,0.8746141249999999
0.02,0.299,0.8746141249999999
0.02,0.3,0.8746141249999999
0.02025,0.302,0.8746141249999999
0.02025,0.304,0.8746141249999999
0.02075,0.304,0.8746141249999999
0.021,0.305,0.8746141249999999
0.0215,0.306,0.8746141249999999
0.0215,0.308,0.8746141249999999
0.0225,0.309,0.8746141249999999
0.023,0.311,0.8746141249999999
0.023,0.314,0.8746141249999999
0.023,0.316,0.8746141249999999
0.023,0.319,0.8746141249999999
0.02325,0.32,0.8746141249999999
0.0235,0.323,0.8746141249999999
0.0235,0.324,0.8746141249999999
0.02375,0.324,0.8746141249999999
0.024,0.325,0.8746141249999999
0.02425,0.327,0.8746141249999999
0.0245,0.328,0.8746141249999999
0.02525,0.329,0.8746141249999999
0.0255,0.329,0.8746141249999999
0.0255,0.33,0.8746141249999999
0.026,0.331,0.8746141249999999
0.02625,0.331,0.8746141249999999
0.02625,0.332,0.8746141249999999
0.02675,0.332,0.8746141249999999
0.02675,0.334,0.8746141249999999
0.02725,0.335,0.8746141249999999
0.0275,0.336,0.8746141249999999
0.0275,0.337,0.8746141249999999
0.02775,0.337,0.8746141249999999
0.02775,0.338,0.8746141249999999
0.02825,0.338,0.8746141249999999
0.0285,0.339,0.8746141249999999
0.0285,0.342,0.8746141249999999
0.02875,0.342,0.8746141249999999
0.029,0.343,0.8746141249999999
0.029,0.346,0.8746141249999999
0.029,0.348,0.8746141249999999
0.02925,0.349,0.8746141249999999
0.03025,0.349,0.8746141249999999
0.03025,0.351,0.8746141249999999
0.0305,0.351,0.8746141249999999
0.03075,0.354,0.8746141249999999
0.03175,0.354,0.8746141249999999
0.03175,0.355,0.8746141249999999
0.032,0.355,0.8746141249999999
0.032,0.356,0.8746141249999999
0.0325,0.357,0.8746141249999999
0.0325,0.358,0.8746141249999999
0.033,0.358,0.8746141249999999
0.03325,0.36,0.8746141249999999
0.03325,0.362,0.8746141249999999
0.03325,0.365,0.8746141249999999
0.0335,0.365,0.8746141249999999
0.0335,0.366,0.8746141249999999
