-9.802611,53.06867
-21.495432,30.831352
51.350353,23.36664
-25.324024,35.9501
-23.886465,29.004234
-24.777895,37.345833
-23.886465,29.004234
-20.368767,39.51549
-11.47151,39.363373
-10.109591,52.966778
-23.886465,29.004234
-19.860205,33.89107
-23.886465,29.004234
-1.4111172,50.17239
-23.886465,29.004234
-11.292858,52.48785
-23.886465,29.004234
-23.886465,29.004234
-11.270724,52.484066
-20.004383,37.250603
-17.514301,43.492065
-24.777895,37.345833
-23.886465,29.004234
-23.886465,29.004234
-12.944931,51.265713
-23.886465,29.004234
-16.02768,46.45682
-0.19628364,49.30659
-23.886465,29.004234
58.045063,14.817455
-23.886465,29.004234
-22.298561,38.575226
-15.836459,34.784447
5.9598293,57.09687
-21.80444,36.90847
-23.886465,29.004234
-23.886465,29.004234
-23.886465,29.004234
63.669197,1.6366698
-23.886465,29.004234
-23.886465,29.004234
-17.735937,40.97018
-11.079521,39.522697
65.73917,-5.3053293
5.9369464,57.098083
10.636051,55.629036
53.126606,21.61254
58.0466,14.782002
-23.886465,29.004234
7.977055,56.693165
-23.886465,29.004234
63.969196,-0.03471243
-12.480069,51.680054
-23.886465,29.004234
-23.886465,29.004234
-23.886465,29.004234
-16.036812,46.485188
-13.251192,50.929497
-17.713966,43.02338
-23.886465,29.004234
-23.886465,29.004234
-15.882404,46.796566
-23.886465,29.004234
-17.275335,43.715668
-23.886465,29.004234
-1.3855461,50.158894
-16.37517,35.107063
-20.034391,24.492327
-16.79417,41.977844
-4.879099,43.268967
-20.208944,40.49651
-23.886465,29.004234
59.012753,12.588131
-12.732849,51.466953
-23.886465,29.004234
-16.523365,45.17968
-23.886465,29.004234
-23.886465,29.004234
-16.764297,34.45711
53.784286,20.849815
-17.4039,27.490852
-23.886465,29.004234
56.179054,17.94046
-18.507612,34.71367
-17.022394,43.727203
-23.886465,29.004234
-23.886465,29.004234
-23.886465,29.004234
-23.886465,29.004234
-11.01224,39.546967
-18.740547,41.254757
-21.80444,36.90847
-25.324024,35.9501
-23.886465,29.004234
-23.886465,29.004234
-23.869057,37.921124
-18.66341,32.451355
-4.9560847,42.943592
-21.80444,36.90847
-7.8244333,41.05451
-14.754964,48.98496
-16.45978,27.751495
54.977882,18.855608
-23.886465,29.004234
0.6151801,50.025288
-23.886465,29.004234
10.962004,55.478233
-15.446569,31.317945
-19.62104,34.12861
55.9118,18.268974
-23.886465,29.004234
-23.886465,29.004234
-15.580869,33.473778
-23.886465,29.004234
-23.886465,29.004234
-21.80444,36.90847
-23.886465,29.004234
-15.388464,-4.9846277
-21.80444,36.90847
8.880761,56.403976
-23.886465,29.004234
13.873102,53.971405
59.191498,12.224118
-16.46326,33.197525
-16.678652,44.434807
-23.886465,29.004234
-23.886465,29.004234
-21.80444,36.90847
-23.886465,29.004234
-23.886465,29.004234
-7.8422136,41.043106
-7.659478,41.15438
-23.886465,29.004234
-23.886465,29.004234
-15.53515,30.034391
-0.701421,49.851414
-14.818002,29.387424
-23.886465,29.004234
65.41021,-2.8026876
51.582394,23.22693
55.28737,19.006966
53.638634,21.017174
-16.00116,29.79767
9.174237,56.28915
-23.886465,29.004234
-15.685393,47.214813
-19.088985,25.633
-11.5320635,52.311226
-13.9088,50.168495
-29.286728,30.762157
46.443268,-20.981037
61.515125,7.042202
57.358093,13.959287
-10.907809,52.647804
-17.093153,26.9848
-17.083704,44.101048
-23.886465,29.004234
-1.8588718,50.42815
-26.265787,37.74554
-23.886465,29.004234
-23.886465,29.004234
-18.220894,41.04426
5.2129846,57.14612
-23.886465,29.004234
-17.648827,35.400936
65.70579,-7.870177
-19.966496,25.697582
-16.797867,44.220284
10.788431,55.556366
-23.886465,29.004234
-9.840976,53.048336
-21.80444,36.90847
-23.886465,29.004234
-23.886465,29.004234
5.3260913,57.14492
-18.622326,40.91628
-16.524494,29.591314
-23.886465,29.004234
