FPR,TPR,AUC
0.0,0.0,0.9706524999999999
0.00025,0.208,0.9706524999999999
0.00025,0.24,0.9706524999999999
0.00025,0.258,0.9706524999999999
0.00025,0.263,0.9706524999999999
0.00025,0.265,0.9706524999999999
0.00025,0.268,0.9706524999999999
0.00025,0.27,0.9706524999999999
0.00025,0.275,0.9706524999999999
0.00025,0.283,0.9706524999999999
0.00025,0.288,0.9706524999999999
0.00025,0.289,0.9706524999999999
0.00025,0.293,0.9706524999999999
0.00025,0.294,0.9706524999999999
0.00025,0.296,0.9706524999999999
0.00025,0.299,0.9706524999999999
0.00025,0.301,0.9706524999999999
0.00025,0.303,0.9706524999999999
0.00025,0.307,0.9706524999999999
0.00025,0.309,0.9706524999999999
0.00025,0.314,0.9706524999999999
0.00025,0.317,0.9706524999999999
0.00025,0.321,0.9706524999999999
0.00025,0.327,0.9706524999999999
0.00025,0.328,0.9706524999999999
0.00025,0.33,0.9706524999999999
0.00025,0.333,0.9706524999999999
0.00025,0.338,0.9706524999999999
0.00025,0.34,0.9706524999999999
0.00025,0.341,0.9706524999999999
0.00025,0.343,0.9706524999999999
0.00025,0.346,0.9706524999999999
0.00025,0.348,0.9706524999999999
0.00025,0.35,0.9706524999999999
0.00025,0.354,0.9706524999999999
0.00025,0.356,0.9706524999999999
0.00025,0.361,0.9706524999999999
0.00025,0.37,0.9706524999999999
0.0005,0.37,0.9706524999999999
0.0005,0.372,0.9706524999999999
0.0005,0.374,0.9706524999999999
0.0005,0.413,0.9706524999999999
0.00075,0.413,0.9706524999999999
0.00075,0.414,0.9706524999999999
0.001,0.414,0.9706524999999999
0.001,0.428,0.9706524999999999
0.001,0.43,0.9706524999999999
0.001,0.441,0.9706524999999999
0.00125,0.441,0.9706524999999999
0.00125,0.446,0.9706524999999999
0.0015,0.446,0.9706524999999999
0.0015,0.449,0.9706524999999999
0.0015,0.464,0.9706524999999999
0.00175,0.464,0.9706524999999999
0.00175,0.485,0.9706524999999999
0.00175,0.487,0.9706524999999999
0.00175,0.499,0.9706524999999999
0.002,0.499,0.9706524999999999
0.002,0.511,0.9706524999999999
0.00225,0.511,0.9706524999999999
0.00225,0.517,0.9706524999999999
0.0025,0.517,0.9706524999999999
0.0025,0.531,0.9706524999999999
0.00275,0.531,0.9706524999999999
0.00275,0.537,0.9706524999999999
0.003,0.537,0.9706524999999999
0.003,0.546,0.9706524999999999
0.0035,0.546,0.9706524999999999
0.0035,0.566,0.9706524999999999
0.00375,0.566,0.9706524999999999
0.00375,0.567,0.9706524999999999
0.004,0.567,0.9706524999999999
0.004,0.576,0.9706524999999999
0.00425,0.576,0.9706524999999999
0.00425,0.581,0.9706524999999999
0.0045,0.581,0.9706524999999999
0.0045,0.586,0.9706524999999999
0.00475,0.586,0.9706524999999999
0.00475,0.595,0.9706524999999999
0.005,0.595,0.9706524999999999
0.005,0.601,0.9706524999999999
0.00525,0.601,0.9706524999999999
0.00525,0.611,0.9706524999999999
0.00575,0.611,0.9706524999999999
0.00575,0.617,0.9706524999999999
0.006,0.617,0.9706524999999999
0.006,0.621,0.9706524999999999
0.00625,0.621,0.9706524999999999
0.00625,0.624,0.9706524999999999
0.00675,0.624,0.9706524999999999
0.00675,0.626,0.9706524999999999
0.00725,0.626,0.9706524999999999
0.00725,0.627,0.9706524999999999
0.0075,0.627,0.9706524999999999
0.0075,0.639,0.9706524999999999
0.00775,0.639,0.9706524999999999
0.00775,0.64,0.9706524999999999
0.008,0.64,0.9706524999999999
0.008,0.641,0.9706524999999999
0.00825,0.641,0.9706524999999999
0.00825,0.647,0.9706524999999999
0.0085,0.647,0.9706524999999999
0.0085,0.648,0.9706524999999999
0.00875,0.648,0.9706524999999999
0.00875,0.649,0.9706524999999999
0.009,0.649,0.9706524999999999
0.009,0.658,0.9706524999999999
0.00925,0.658,0.9706524999999999
0.00925,0.663,0.9706524999999999
0.01,0.663,0.9706524999999999
0.01,0.665,0.9706524999999999
0.01025,0.665,0.9706524999999999
0.01025,0.666,0.9706524999999999
0.0105,0.666,0.9706524999999999
0.0105,0.667,0.9706524999999999
0.01075,0.667,0.9706524999999999
0.01075,0.67,0.9706524999999999
0.011,0.67,0.9706524999999999
0.011,0.671,0.9706524999999999
0.01125,0.671,0.9706524999999999
0.01125,0.672,0.9706524999999999
0.0115,0.672,0.9706524999999999
